"storeLocation","customer.gender","customer.age","customer.email","customer.satisfaction","couponUsed","purchaseMethod"
"New York",M,45,ujbuut@dib.cm,5,FALSE,"Online"
"San Diego",F,51,zi@hufiliw.hr,5,FALSE,"In store"
"Denver",M,42,samfufol@palpe.pe,4,FALSE,"In store"
"London",M,42,mifizi@kemi.sc,5,FALSE,"In store"
"Seattle",M,47,zab@kehuto.ge,4,FALSE,"In store"
"Austin",F,50,fazlem@obibo.im,3,FALSE,"Online"
"Denver",M,17,ohfimkog@lol.co,4,TRUE,"In store"
"Seattle",F,55,cobes@la.mu,4,TRUE,"In store"
"Seattle",M,37,mepo@lab.kz,3,FALSE,"In store"
"Austin",M,49,kuvki@rupir.pm,4,FALSE,"In store"
"Denver",F,38,ni@zitigi.sz,4,FALSE,"Online"
"Austin",F,26,befulnuc@gas.uk,5,FALSE,"In store"
"Seattle",M,41,berguh@moko.gp,5,FALSE,"In store"
"Denver",F,43,lub@pol.ag,4,FALSE,"Online"
"New York",M,49,ahugiif@huebaebe.cz,5,FALSE,"In store"
"Denver",F,66,ala@nulizsid.ua,4,FALSE,"In store"
"San Diego",M,33,met@erlalat.cn,3,FALSE,"In store"
"Seattle",M,43,mobib@hot.za,5,FALSE,"Online"
"Denver",M,35,oruwe@lueziju.be,4,FALSE,"In store"
"Denver",F,16,nahuja@omiru.pr,5,FALSE,"Online"
"Denver",F,59,ve@enu.tt,4,FALSE,"Online"
"London",M,66,numesew@morrekte.kp,2,FALSE,"In store"
"Denver",M,18,amtu@ijus.bi,2,FALSE,"Online"
"Austin",M,51,hik@nobabpi.hu,1,FALSE,"Online"
"Denver",M,44,je@gusnulje.ax,2,FALSE,"In store"
"Seattle",F,45,izufid@ra.hu,2,FALSE,"In store"
"San Diego",F,24,nollemru@ki.ax,4,FALSE,"In store"
"Denver",F,42,jefu@kergejel.uz,4,FALSE,"In store"
"Denver",F,30,rono@vavtu.ps,3,FALSE,"In store"
"Seattle",F,27,uwoehher@gis.rw,5,FALSE,"Online"
"London",F,16,terucu@fufocabe.eh,5,FALSE,"In store"
"Seattle",F,50,pu@idocief.cw,4,FALSE,"Online"
"Seattle",F,26,dacojku@ge.kz,4,FALSE,"In store"
"San Diego",M,71,mogfon@let.ci,4,FALSE,"Online"
"London",M,44,ojbolje@je.hk,4,FALSE,"Online"
"London",M,69,pimi@letfo.ao,4,FALSE,"In store"
"Denver",F,47,lureswi@biraci.mn,5,FALSE,"Online"
"San Diego",M,35,ce@lalifdi.st,2,FALSE,"Online"
"London",M,59,mas@nuw.sy,4,FALSE,"Online"
"Seattle",F,65,vihsajhi@menoji.nl,3,FALSE,"Online"
"London",M,44,cos@gipfurgoj.la,5,FALSE,"In store"
"Seattle",M,18,cukgawiw@opo.li,3,FALSE,"Online"
"Denver",F,58,gudorog@idnob.rs,5,FALSE,"In store"
"Seattle",F,58,sefbaeji@da.bg,5,FALSE,"Phone"
"Denver",M,63,pano@lavvawavo.nc,5,FALSE,"In store"
"Denver",F,32,ohinwel@ronsorgez.np,4,FALSE,"In store"
"San Diego",F,47,nih@wusfildep.am,1,FALSE,"In store"
"Seattle",M,30,muwomi@faja.pm,4,FALSE,"In store"
"Seattle",F,33,pojin@panogdov.re,4,FALSE,"In store"
"Seattle",F,49,okvaifa@wuk.pr,4,FALSE,"In store"
"Austin",M,49,tizaza@gaimu.kw,5,FALSE,"Online"
"Seattle",F,38,taw@itcifa.hn,3,FALSE,"Phone"
"Denver",F,51,va@duznamig.de,3,FALSE,"In store"
"Seattle",F,50,nigtoj@filela.us,5,FALSE,"In store"
"San Diego",F,62,ha@zaravbig.mm,5,FALSE,"Online"
"Austin",F,28,begcis@hoc.je,5,FALSE,"In store"
"Denver",M,25,ola@kurnirin.gi,5,FALSE,"Phone"
"Denver",F,40,neob@umihen.ar,4,FALSE,"In store"
"Denver",F,51,loar@upiaj.kz,2,FALSE,"In store"
"Seattle",M,60,fipelru@cunipe.tc,4,FALSE,"Online"
"Austin",M,55,gawledil@colpepu.my,4,FALSE,"Online"
"San Diego",M,66,sug@bibi.qa,4,FALSE,"Online"
"Seattle",M,28,ha@ovi.ly,4,FALSE,"In store"
"Seattle",M,54,ci@sanido.bs,4,FALSE,"In store"
"Denver",F,49,mu@ranfe.us,4,FALSE,"In store"
"Denver",F,65,pelhucbaj@zifle.tn,5,TRUE,"In store"
"Seattle",M,50,cinuk@don.lc,2,FALSE,"In store"
"Austin",F,59,aso@vivgi.io,4,TRUE,"In store"
"New York",M,62,zi@deneebi.bv,1,FALSE,"In store"
"Austin",F,25,caihofa@juciduz.vn,1,FALSE,"In store"
"Denver",F,41,fezir@rubiv.hm,3,FALSE,"In store"
"Denver",F,64,gutoloz@ersevid.cn,3,FALSE,"In store"
"London",F,75,hajol@haigego.sb,3,TRUE,"In store"
"Denver",M,37,ro@mowda.mm,1,FALSE,"Online"
"London",F,37,geboibe@ravseoh.ki,5,FALSE,"Online"
"Denver",F,26,hawnoc@ni.no,3,FALSE,"In store"
"Seattle",M,62,lobim@lacegju.pk,3,FALSE,"Online"
"Denver",F,56,cepkikhiw@ebomaw.se,3,FALSE,"Online"
"New York",F,52,li@co.in,3,FALSE,"In store"
"Denver",M,61,suiha@sobikas.pg,2,FALSE,"Online"
"Seattle",F,71,go@cuza.sz,1,FALSE,"Online"
"San Diego",M,75,niptec@lahactib.nf,4,FALSE,"In store"
"Seattle",F,28,ga@mel.as,5,FALSE,"In store"
"Denver",F,48,baavoiv@efzipwih.cz,5,FALSE,"Online"
"New York",M,23,coruz@tojar.mn,3,FALSE,"Online"
"Denver",M,45,tezsufo@omhug.ck,4,FALSE,"In store"
"San Diego",F,73,toete@ejduvkas.br,3,FALSE,"In store"
"Denver",M,35,zuke@sezremiza.bo,4,FALSE,"In store"
"Austin",M,36,evifulo@pecujpew.mx,3,FALSE,"Online"
"Seattle",F,35,ci@kejectat.lk,3,FALSE,"Online"
"Denver",M,69,suk@ovsah.kh,1,FALSE,"Online"
"Austin",M,47,ew@dofoape.bm,4,FALSE,"In store"
"Seattle",F,46,offueg@pem.ca,5,FALSE,"Online"
"Seattle",F,22,lu@baele.kw,3,FALSE,"Online"
"Denver",F,52,duk@roaj.nc,5,FALSE,"In store"
"London",F,20,ufsuslu@oza.ph,3,FALSE,"In store"
"Austin",F,46,bogo@akijujce.me,5,TRUE,"Phone"
"Denver",M,44,nugew@vopgik.ir,5,FALSE,"In store"
"London",M,39,rucmujbat@zevarug.an,5,FALSE,"In store"
"Seattle",M,27,nugugno@pa.ms,5,FALSE,"In store"
"Denver",M,38,juz@juemi.ro,4,FALSE,"Online"
"Denver",F,61,lan@ivajih.bd,5,FALSE,"Online"
"Seattle",M,61,eja@baj.pw,3,FALSE,"In store"
"Denver",F,52,nebo@junepko.th,5,FALSE,"Online"
"Austin",M,51,javadu@ficjuk.ms,4,TRUE,"In store"
"Denver",F,47,otbicu@bawkogez.bq,4,FALSE,"In store"
"London",M,62,puaha@pa.sr,4,FALSE,"In store"
"New York",M,34,avutijjok@ucaluvu.bh,3,FALSE,"In store"
"Seattle",F,53,enve@na.ac,4,FALSE,"In store"
"Denver",M,54,fujuwozo@fa.bt,4,FALSE,"Online"
"London",F,65,tubaefe@wuf.vu,4,FALSE,"In store"
"Seattle",M,55,tuc@apuhulo.vu,4,FALSE,"In store"
"Denver",F,38,co@cimri.dm,4,FALSE,"Online"
"New York",F,44,et@inuabopa.ls,5,FALSE,"In store"
"Denver",M,62,zozud@nios.bd,1,FALSE,"In store"
"Seattle",F,49,hoc@wu.lt,5,FALSE,"In store"
"San Diego",F,55,zugu@cuvevrec.lr,3,FALSE,"In store"
"Denver",M,69,kos@hagutget.aq,3,FALSE,"Online"
"New York",M,32,kazvi@co.lk,5,FALSE,"In store"
"Denver",F,25,caloide@vodzalap.ge,3,FALSE,"Phone"
"Denver",F,52,lunuzob@coru.va,4,FALSE,"In store"
"New York",F,35,jumgoh@ef.lu,5,FALSE,"In store"
"London",M,27,ov@co.va,3,FALSE,"In store"
"Seattle",M,44,buda@isepimto.hm,2,FALSE,"Online"
"Seattle",M,43,non@vaduh.bv,1,FALSE,"In store"
"Seattle",F,56,jiseanu@vozre.ac,1,FALSE,"Phone"
"Austin",M,51,ses@mosu.ml,4,FALSE,"Phone"
"Denver",M,48,osu@paket.ee,5,FALSE,"In store"
"Denver",M,29,pemgigvu@nuugawuk.ch,4,FALSE,"In store"
"Seattle",M,72,iculizozi@vaceti.et,4,FALSE,"Phone"
"Seattle",M,46,cem@ginjehu.va,4,FALSE,"Online"
"London",F,53,vaz@orhede.ec,4,FALSE,"Online"
"Denver",M,44,arci@jakiguvu.pl,3,FALSE,"Online"
"Denver",F,59,jutteuna@gaka.cz,3,FALSE,"Phone"
"New York",M,31,aposi@lenkilfe.rw,3,TRUE,"Online"
"Seattle",F,56,im@ce.vg,3,FALSE,"Online"
"San Diego",F,53,domuli@rig.si,4,FALSE,"In store"
"Denver",F,44,deahoka@likej.fm,3,FALSE,"Phone"
"Austin",M,46,du@ju.bm,1,FALSE,"Online"
"Denver",M,30,se@ja.es,5,FALSE,"In store"
"Denver",M,51,hevdez@wuvimmav.ss,4,FALSE,"In store"
"Seattle",M,30,fimozfe@zanek.td,4,FALSE,"In store"
"Seattle",F,51,ak@fabu.ad,3,FALSE,"In store"
"Denver",M,70,polu@owbe.ke,5,FALSE,"Online"
"San Diego",M,45,kaitiel@gu.af,4,FALSE,"In store"
"San Diego",F,35,tiuljad@bolzijen.nr,5,FALSE,"In store"
"Denver",F,23,waahdah@dudpaw.sj,4,FALSE,"Phone"
"Seattle",F,35,gulabu@dih.cu,3,FALSE,"Online"
"Denver",M,37,ac@zoj.ua,5,FALSE,"Online"
"London",F,40,ac@did.nl,4,FALSE,"Online"
"London",F,31,ivu@waj.cu,5,FALSE,"Online"
"Austin",M,36,ne@urwunem.my,4,FALSE,"In store"
"Seattle",M,29,mawe@unokuon.tm,4,FALSE,"Online"
"Seattle",M,57,diice@tocpavej.gr,3,FALSE,"In store"
"Denver",M,28,siaptac@anorezi.gt,1,FALSE,"In store"
"Denver",M,31,owo@gu.bd,5,FALSE,"In store"
"Denver",F,28,lonvaso@ucu.at,1,FALSE,"In store"
"London",F,18,vitpa@bedob.gq,4,FALSE,"Online"
"Austin",M,44,aw@suworiza.qa,2,FALSE,"In store"
"Seattle",F,46,fagoga@pusi.at,4,FALSE,"Online"
"New York",F,63,otoro@ne.gr,4,FALSE,"Phone"
"Denver",M,31,ajurodat@ukuhu.sy,3,FALSE,"Online"
"Denver",F,45,lo@fujorcef.vc,5,FALSE,"In store"
"Denver",M,52,itebaplut@mubazmij.mh,5,FALSE,"In store"
"London",M,30,cemozal@suskam.fr,5,FALSE,"Phone"
"Denver",F,41,mujjek@virtak.ky,3,FALSE,"In store"
"Austin",M,48,ji@kurirpe.cn,4,FALSE,"In store"
"Austin",M,58,ofjiwwo@puk.im,5,FALSE,"In store"
"Denver",M,44,nuz@zilukgi.sv,3,FALSE,"Online"
"Austin",F,42,am@cutde.va,4,FALSE,"In store"
"Seattle",M,48,porec@ihcegmo.ch,4,FALSE,"In store"
"London",F,59,bus@mop.fo,4,TRUE,"In store"
"Denver",M,64,laf@fevem.mg,5,TRUE,"Online"
"Austin",M,36,ketur@al.ee,2,FALSE,"Online"
"Austin",F,30,dujefes@cagunkaj.pw,4,FALSE,"Online"
"Denver",M,49,setzus@gakanok.dk,2,FALSE,"Online"
"Denver",M,33,cat@raurzeg.ps,4,FALSE,"In store"
"London",M,32,ka@ja.me,5,FALSE,"Online"
"Austin",F,42,ja@ufu.tc,3,FALSE,"In store"
"New York",M,37,fepa@le.sz,3,FALSE,"In store"
"London",F,38,ris@vobwu.py,4,FALSE,"In store"
"Austin",F,25,es@ukecag.uy,5,FALSE,"In store"
"New York",M,58,picbatfuw@cila.cc,4,FALSE,"In store"
"Seattle",M,47,sosluzsag@ehduzufi.re,5,FALSE,"In store"
"Austin",F,29,sesivhi@bokuc.jm,5,FALSE,"In store"
"London",F,25,ditrop@evuara.pm,5,TRUE,"Online"
"Denver",M,59,ijima@rolihbal.vi,4,FALSE,"In store"
"Seattle",F,27,gowoc@lepuope.hu,5,FALSE,"In store"
"Austin",F,44,hib@virha.hu,4,TRUE,"In store"
"New York",M,27,heihosu@wogpescem.org,4,FALSE,"In store"
"Seattle",M,45,titkekohi@dezoize.sm,5,FALSE,"Phone"
"Seattle",M,75,kop@zaasvi.mg,5,FALSE,"In store"
"Seattle",M,28,mak@fasfuskuz.dk,5,FALSE,"In store"
"New York",F,41,agofo@raf.td,5,FALSE,"In store"
"London",M,45,esolidec@alkefaja.pn,5,FALSE,"In store"
"Seattle",M,37,vi@odamu.us,3,FALSE,"In store"
"Seattle",M,59,kaopuvac@cid.io,5,FALSE,"In store"
"London",M,40,fes@lu.pk,4,FALSE,"Phone"
"New York",M,25,sij@evunerar.ki,5,FALSE,"Online"
"Austin",M,65,letapuz@ha.cn,5,FALSE,"In store"
"Seattle",F,20,ni@so.sy,4,FALSE,"In store"
"London",M,34,ho@en.vu,1,FALSE,"Online"
"San Diego",M,53,utumig@fipop.co,2,FALSE,"In store"
"London",F,48,vipmibur@suna.cw,2,FALSE,"Online"
"Seattle",M,18,ce@jo.net,5,TRUE,"Online"
"London",F,66,reibdo@tennepuri.by,5,FALSE,"In store"
"Austin",F,52,se@vateur.ma,5,FALSE,"In store"
"Denver",F,34,vowwobu@zubacve.ne,4,FALSE,"Online"
"New York",F,52,jekludkuc@selpas.kh,5,FALSE,"Online"
"Seattle",F,40,fu@orucemnef.mn,5,FALSE,"In store"
"Denver",F,60,gopa@rek.kp,5,FALSE,"In store"
"Denver",F,49,wic@manisaz.ne,3,FALSE,"Phone"
"Seattle",F,38,fokcosu@sivwuw.dj,1,FALSE,"Phone"
"London",M,34,egjisof@ufuaz.cf,2,FALSE,"In store"
"Denver",M,40,wu@uhwotmi.li,2,FALSE,"In store"
"New York",F,43,ekapo@hava.gs,5,FALSE,"In store"
"Denver",F,36,to@didaw.ps,5,FALSE,"In store"
"London",F,16,cehaz@dijoz.lk,4,FALSE,"In store"
"Denver",F,60,tal@cadulaw.bs,1,FALSE,"Online"
"Denver",M,60,hogatiimo@timufen.kg,5,FALSE,"Online"
"London",F,56,ob@fe.ly,4,FALSE,"Online"
"Denver",F,30,uvi@la.bb,3,FALSE,"Online"
"Denver",M,38,pod@rorjo.aw,5,FALSE,"In store"
"Austin",F,33,wef@gacu.cu,5,FALSE,"Online"
"London",M,35,ugevu@otuczo.mx,3,FALSE,"Online"
"Seattle",F,36,ciupomav@isizu.pw,4,FALSE,"Online"
"San Diego",F,74,nuc@ziruhdep.su,4,FALSE,"In store"
"Denver",M,72,wibmij@zuspuum.jo,3,FALSE,"Phone"
"London",F,33,agrok@zekwuweg.ga,5,FALSE,"In store"
"Seattle",M,32,hew@zemo.dz,5,FALSE,"In store"
"Denver",F,58,silze@vawojug.ga,2,TRUE,"In store"
"Denver",M,72,dondo@gohvo.tp,4,FALSE,"In store"
"Denver",F,50,sunpovad@ad.th,5,FALSE,"In store"
"Denver",M,31,op@oczoz.cr,4,FALSE,"In store"
"Denver",M,38,read@zutdiw.tp,5,FALSE,"In store"
"London",F,18,jizlem@peg.sc,2,FALSE,"Online"
"Denver",M,59,gain@rozco.ci,4,FALSE,"Online"
"Austin",M,67,telnevet@ifa.bn,3,FALSE,"Phone"
"Denver",F,41,ojagajo@tubva.pg,5,FALSE,"Phone"
"Seattle",M,33,ja@nac.no,3,FALSE,"Phone"
"Austin",M,51,ja@li.co,2,FALSE,"Online"
"Seattle",F,39,kunwipjo@tetif.rw,3,FALSE,"Online"
"Seattle",M,52,gurca@jif.ua,5,TRUE,"In store"
"Austin",F,42,teju@wek.ec,4,FALSE,"In store"
"Denver",F,56,kazab@ezairi.mu,5,FALSE,"In store"
"New York",M,24,wamofu@tuhun.fj,4,FALSE,"Phone"
"London",F,43,rito@pejonze.sz,2,FALSE,"In store"
"Denver",F,20,ga@urasfa.sv,4,TRUE,"In store"
"Austin",M,38,tu@safopine.py,5,FALSE,"Online"
"London",F,51,impaw@ohtuube.bn,5,TRUE,"Online"
"Austin",F,64,avfufes@ufi.ac,5,FALSE,"Online"
"Seattle",F,36,corazijum@guc.kg,3,TRUE,"In store"
"Austin",F,40,dovva@tessubhiv.sa,2,FALSE,"Online"
"Austin",F,48,daltemu@mej.mn,4,FALSE,"Online"
"London",F,57,cajim@fi.al,1,FALSE,"In store"
"Denver",M,35,wu@do.ky,5,FALSE,"In store"
"London",M,42,inu@nipwidzeb.ws,3,FALSE,"In store"
"Denver",F,56,rail@puhiwsu.gf,5,FALSE,"Online"
"London",M,73,ejces@cidupke.tj,5,FALSE,"Online"
"Austin",M,43,toknacme@jowbojwoh.as,4,FALSE,"In store"
"San Diego",F,35,lijnidbis@nazesibow.wf,4,TRUE,"Online"
"Denver",M,58,maje@tujogu.ca,1,FALSE,"Online"
"London",M,41,fefjufa@wug.hn,3,FALSE,"In store"
"San Diego",F,71,kibec@zuteew.by,5,FALSE,"Phone"
"Austin",F,50,cuofema@kiiwu.pe,4,FALSE,"In store"
"Denver",F,55,kusu@oczeba.tp,2,FALSE,"Online"
"Denver",M,37,zidlu@zoov.fk,4,FALSE,"Online"
"London",F,57,ni@sobranoj.ad,4,FALSE,"Phone"
"Denver",F,55,waj@puedu.by,3,FALSE,"In store"
"Denver",M,27,ugwi@ekmaoj.cx,2,TRUE,"In store"
"New York",M,32,vafkiw@wuutu.gov,4,FALSE,"Online"
"Seattle",F,50,gidpudha@useicce.lu,5,FALSE,"In store"
"Denver",F,41,nag@futow.hr,4,TRUE,"Online"
"London",F,56,siwofebe@veb.lc,3,FALSE,"Online"
"Seattle",M,36,gowkecud@nij.ma,3,FALSE,"Phone"
"Denver",M,55,za@fohlece.bq,2,FALSE,"In store"
"Denver",M,75,kudsu@sotibsok.li,4,FALSE,"In store"
"San Diego",F,27,ro@wovum.ma,5,FALSE,"In store"
"New York",M,38,ege@rurpokicu.ch,4,FALSE,"Online"
"Seattle",M,23,vakavdug@oke.tv,3,FALSE,"In store"
"Denver",F,51,vusne@ritiwek.ga,5,FALSE,"In store"
"London",M,39,esipovum@jof.mw,4,FALSE,"In store"
"San Diego",F,66,jardez@savsut.bn,3,FALSE,"Online"
"Denver",F,46,vovodbar@vahobife.aw,1,TRUE,"In store"
"Seattle",M,51,gor@meho.io,5,TRUE,"Online"
"San Diego",F,22,revwic@ibdim.mr,4,FALSE,"In store"
"Denver",F,16,vafedsu@ur.aw,4,FALSE,"In store"
"Denver",F,45,letgi@ut.bv,5,FALSE,"Online"
"London",M,64,hovjek@puop.sk,4,FALSE,"Online"
"London",F,40,do@tekwe.yt,5,FALSE,"In store"
"Seattle",F,41,giplekni@poh.er,3,FALSE,"In store"
"New York",M,20,wog@cig.in,5,FALSE,"In store"
"London",F,43,japu@toptiz.pe,4,FALSE,"In store"
"San Diego",F,43,ejeru@ri.su,3,FALSE,"In store"
"Seattle",F,44,pagufrop@goc.bi,5,FALSE,"In store"
"Denver",F,53,si@roose.sh,4,FALSE,"Phone"
"Seattle",F,27,wu@se.tj,1,FALSE,"Online"
"London",F,63,han@hu.nz,4,FALSE,"Online"
"Seattle",F,52,zivukvo@cuh.uy,5,TRUE,"Phone"
"London",F,44,gigi@pejgodiva.gov,3,FALSE,"Online"
"New York",F,71,onamuro@howuwho.gb,2,FALSE,"Online"
"Denver",F,33,tewjuilu@bawjege.tf,4,FALSE,"In store"
"New York",M,56,we@mummocel.au,3,FALSE,"Online"
"New York",M,39,job@fak.tk,4,TRUE,"Phone"
"London",M,50,ziduz@ge.in,5,FALSE,"In store"
"Denver",F,34,koke@hek.tp,3,FALSE,"Phone"
"Austin",M,46,nacwuj@uviduti.be,3,FALSE,"Phone"
"Denver",F,31,lo@dikwipip.eg,2,TRUE,"In store"
"Denver",M,73,pigjombir@filewa.ir,3,TRUE,"Online"
"Denver",F,39,safuav@gu.bb,5,TRUE,"Phone"
"Austin",M,47,tec@ihosiop.by,5,FALSE,"In store"
"Austin",F,65,rez@gegki.gw,2,FALSE,"Online"
"Seattle",M,62,luagro@nunuilo.ye,5,FALSE,"Online"
"Seattle",F,59,awsa@burhu.gp,4,FALSE,"Online"
"Seattle",F,61,din@cog.tg,4,FALSE,"In store"
"Seattle",M,49,biwug@zup.mw,2,FALSE,"In store"
"Seattle",F,70,uhowupot@su.pf,5,FALSE,"Phone"
"Denver",M,30,ep@wamzecaju.ma,4,TRUE,"In store"
"Seattle",M,29,luf@tevhope.my,3,FALSE,"In store"
"San Diego",F,38,riw@kupmazja.tl,2,FALSE,"In store"
"Seattle",F,34,orsupe@fafjaclid.bw,3,FALSE,"Online"
"New York",F,38,kil@kuovo.sn,3,FALSE,"In store"
"Seattle",F,26,pavgow@rizfakar.si,2,FALSE,"In store"
"London",M,64,kisol@ac.mg,5,FALSE,"Phone"
"San Diego",M,25,juilesib@fomge.om,3,FALSE,"Phone"
"London",F,69,liw@noceros.tk,5,FALSE,"In store"
"Seattle",F,53,gimkalo@vuzapirim.tj,5,FALSE,"Online"
"Denver",M,56,zisase@jobnegab.com,3,FALSE,"Phone"
"Denver",M,54,heg@awogi.mz,5,TRUE,"In store"
"London",F,40,huhso@lanlaja.es,5,FALSE,"In store"
"New York",M,42,ifafuke@lah.pe,5,FALSE,"In store"
"New York",F,52,bawba@is.il,4,FALSE,"Online"
"Denver",F,55,baavlud@fekoz.lt,2,FALSE,"In store"
"Seattle",M,32,ju@buf.mp,4,FALSE,"In store"
"New York",F,54,havuven@zel.gu,3,FALSE,"In store"
"London",F,23,fu@ifizusroh.sx,5,FALSE,"In store"
"Denver",M,65,suhgez@nacgi.bd,4,FALSE,"In store"
"Seattle",F,51,ja@jeb.pl,2,FALSE,"Online"
"New York",M,44,li@kirnehmaj.kh,4,FALSE,"In store"
"Austin",M,38,sipgaj@uwojo.gn,4,FALSE,"In store"
"London",M,75,akeciban@koemoku.pe,4,FALSE,"Online"
"London",M,59,biok@guusa.yt,5,FALSE,"In store"
"Seattle",F,62,gehejec@fubul.sk,4,FALSE,"Online"
"Denver",M,53,hija@caguvo.es,4,FALSE,"Online"
"Seattle",F,28,vala@noem.mq,1,FALSE,"Online"
"Denver",M,66,vac@tel.pr,4,FALSE,"In store"
"London",M,56,hu@usiz.bm,3,FALSE,"In store"
"Seattle",F,66,fu@icele.nf,4,FALSE,"In store"
"San Diego",F,49,mosza@pimok.gr,4,FALSE,"Phone"
"Austin",M,40,sijco@jeruban.gm,4,FALSE,"In store"
"New York",M,38,dezpod@ci.gu,3,FALSE,"In store"
"Denver",M,50,tafimfi@gawmiet.gt,4,FALSE,"In store"
"Denver",M,59,jeicatah@bavepo.lu,4,FALSE,"Online"
"New York",F,40,deb@ze.vg,3,FALSE,"In store"
"London",F,57,zat@adup.lk,4,FALSE,"In store"
"New York",M,41,ninheguk@folifjoz.ls,5,FALSE,"Online"
"Denver",M,44,seh@hajtomo.bj,3,FALSE,"In store"
"London",M,63,mow@kenca.eg,4,FALSE,"In store"
"San Diego",F,32,cakza@geh.si,5,FALSE,"Online"
"Denver",M,31,vanne@riwub.om,5,FALSE,"Phone"
"New York",M,65,egedotup@go.tk,3,FALSE,"In store"
"Denver",F,69,hurganoli@ohiluzav.fj,4,FALSE,"Online"
"San Diego",M,58,koalabe@ati.mq,4,FALSE,"In store"
"Denver",M,42,kiwa@boohhuj.dj,5,FALSE,"Online"
"Austin",F,41,sunsa@zanjibar.je,5,FALSE,"In store"
"London",M,40,lipciz@tutili.mt,4,FALSE,"In store"
"London",M,43,buf@cijnaga.mk,4,FALSE,"In store"
"Denver",F,35,ten@fi.sl,4,TRUE,"In store"
"New York",F,59,ero@suvvuker.bi,3,FALSE,"In store"
"Austin",M,49,ekobehum@ok.uy,5,FALSE,"Phone"
"Denver",M,40,ruktupose@wujkud.fk,5,FALSE,"In store"
"Austin",F,37,tam@cacigfar.to,4,FALSE,"Online"
"London",M,26,egfo@gov.sr,2,FALSE,"Phone"
"Denver",M,39,ruhafnon@gawukufi.tp,5,FALSE,"Phone"
"New York",M,65,zekpid@foz.hk,4,FALSE,"In store"
"Denver",M,59,tihigha@fofoguli.nc,3,FALSE,"Online"
"Denver",F,54,fabodu@za.ng,2,FALSE,"In store"
"Austin",F,42,sa@ufarit.li,4,FALSE,"In store"
"San Diego",F,51,pum@la.eu,5,FALSE,"Online"
"London",F,34,fofawsu@ne.sz,3,FALSE,"Online"
"Austin",F,66,mo@hirosuh.lb,1,FALSE,"In store"
"Austin",M,44,lo@mij.pl,4,FALSE,"In store"
"Denver",M,49,me@hudsozo.gs,4,FALSE,"Online"
"London",M,32,jekipo@we.eu,4,FALSE,"In store"
"Seattle",F,51,apokahik@gonev.ge,4,FALSE,"In store"
"Denver",F,36,jegoc@tunlarku.cf,3,FALSE,"Online"
"Seattle",M,23,ko@etonafki.pl,3,FALSE,"In store"
"London",M,39,pi@casovil.yt,5,FALSE,"Phone"
"Denver",F,40,fe@kav.ru,3,FALSE,"Online"
"New York",F,48,gada@diw.ug,2,FALSE,"Phone"
"New York",F,34,mugtir@befan.ch,1,TRUE,"In store"
"Austin",F,70,bener@koc.ky,4,FALSE,"In store"
"London",M,36,lafuon@keawge.ne,5,FALSE,"Online"
"Denver",F,29,va@eciew.kn,1,FALSE,"In store"
"London",M,32,tebsuas@ijjuzef.re,5,FALSE,"In store"
"Seattle",F,27,lean@sozaca.ke,5,FALSE,"In store"
"Austin",M,62,pe@bo.gn,5,FALSE,"Online"
"London",F,59,tu@ujo.et,4,FALSE,"Online"
"New York",F,25,ife@ciruczo.ad,2,FALSE,"Online"
"New York",F,32,meen@mermi.rw,4,FALSE,"Phone"
"London",M,45,ke@ziwatifad.br,4,FALSE,"In store"
"Denver",F,45,sarwime@col.bw,3,FALSE,"Phone"
"Austin",F,58,laga@du.ni,2,FALSE,"In store"
"New York",M,40,gente@sauti.ph,5,FALSE,"In store"
"Seattle",F,52,ladalwu@nez.uz,4,FALSE,"Online"
"Austin",F,51,rabe@hebsijet.ng,4,FALSE,"Phone"
"Denver",M,22,sit@polupbuh.dm,5,TRUE,"Online"
"San Diego",F,56,cazun@sucu.hm,5,FALSE,"In store"
"Austin",F,65,abnulte@nu.kp,3,FALSE,"In store"
"Austin",M,45,po@zuazi.vg,4,FALSE,"Online"
"Denver",M,61,bifa@zo.tc,4,FALSE,"In store"
"Seattle",F,50,rajbi@zecwo.lc,2,FALSE,"In store"
"Denver",M,24,izevunwi@getu.sl,5,FALSE,"In store"
"Denver",M,43,nunaho@pe.ps,1,FALSE,"In store"
"London",M,23,voz@rojvu.de,3,FALSE,"In store"
"Denver",M,54,cohov@bizdin.md,5,FALSE,"Online"
"Seattle",F,59,ovci@luikodoz.au,3,FALSE,"Online"
"New York",F,34,rotzom@ek.ag,5,TRUE,"In store"
"Seattle",F,24,rag@afekeflev.cf,4,FALSE,"Online"
"Denver",F,33,ti@tarvekih.cf,3,FALSE,"In store"
"Austin",F,27,ohuzipe@deduigi.ph,3,FALSE,"Phone"
"Seattle",F,37,retguwu@lehrujda.mm,3,FALSE,"In store"
"Seattle",F,40,apaozate@ucipi.kn,1,TRUE,"In store"
"Austin",M,71,cufzojso@kogpew.ne,3,FALSE,"In store"
"New York",M,37,hogvel@ana.aw,2,TRUE,"Phone"
"Austin",F,51,zadoj@wanpuwma.cw,5,TRUE,"Phone"
"Denver",F,58,geshitnu@gup.ug,2,FALSE,"Online"
"Seattle",M,70,ipe@ajubi.ie,5,FALSE,"Online"
"Denver",F,56,ku@juzek.uk,4,FALSE,"Online"
"Denver",M,58,luwjodomi@ci.gn,4,FALSE,"In store"
